,sale_year,sale_month,license_id,license_name,billing_period,n_cancel,n_purch,cancel_amount,purch_amount,freq,revenue
12083,2021,feb21,46757,enterprise,month,0,1,0.0,10.99,1,10.99
12084,2021,feb21,46758,enterprise,month,0,1,0.0,10.99,1,10.99
12085,2021,feb21,46761,smart,month,0,1,0.0,3.5,1,3.5
12086,2021,feb21,46762,enterprise,month,0,1,0.0,10.99,1,10.99
12087,2021,feb21,46768,smart,month,1,1,3.5,3.5,0,0.0
12088,2021,feb21,46769,enterprise,month,0,1,0.0,10.99,1,10.99
12089,2021,feb21,46782,smart,month,0,1,0.0,3.5,1,3.5
12090,2021,feb21,46791,smart,month,0,1,0.0,3.5,1,3.5
12091,2021,feb21,46792,enterprise,month,0,1,0.0,10.99,1,10.99
12092,2021,feb21,46803,enterprise,month,0,1,0.0,10.99,1,10.99
12093,2021,feb21,46810,enterprise,month,1,0,10.99,0.0,-1,-10.99
12094,2021,feb21,46812,enterprise,month,0,1,0.0,10.99,1,10.99
12095,2021,feb21,46819,enterprise,month,0,1,0.0,10.99,1,10.99
12096,2021,feb21,46833,smart,month,0,1,0.0,3.5,1,3.5
12097,2021,feb21,46839,smart plus,year,0,1,0.0,15.99,1,15.99
12098,2021,feb21,46856,enterprise,month,1,0,10.99,0.0,-1,-10.99
12099,2021,feb21,46860,smart,month,0,1,0.0,3.5,1,3.5
12100,2021,feb21,46873,enterprise,month,0,1,0.0,10.99,1,10.99
12101,2021,feb21,46882,enterprise,month,0,1,0.0,10.99,1,10.99
12102,2021,feb21,46885,enterprise,month,0,1,0.0,10.99,1,10.99
12103,2021,feb21,46888,smart,month,0,1,0.0,3.5,1,3.5
12104,2021,feb21,46893,enterprise,month,1,0,10.99,0.0,-1,-10.99
12105,2021,feb21,46909,smart,month,0,1,0.0,3.5,1,3.5
12106,2021,feb21,46915,enterprise,month,1,0,10.99,0.0,-1,-10.99
12107,2021,feb21,46917,enterprise,month,1,0,10.99,0.0,-1,-10.99
12108,2021,feb21,46924,enterprise,month,0,1,0.0,10.99,1,10.99
12109,2021,feb21,46928,enterprise,month,0,1,0.0,10.99,1,10.99
12110,2021,feb21,46930,enterprise,month,1,1,10.99,10.99,0,0.0
12111,2021,feb21,46939,enterprise,month,0,1,0.0,10.99,1,10.99
12112,2021,feb21,46956,enterprise,month,0,1,0.0,10.99,1,10.99
12113,2021,feb21,46960,enterprise,month,0,1,0.0,10.99,1,10.99
12114,2021,feb21,46967,enterprise,month,0,1,0.0,10.99,1,10.99
12115,2021,feb21,46977,smart,month,1,0,3.5,0.0,-1,-3.5
12116,2021,feb21,46984,smart,month,0,1,0.0,3.5,1,3.5
12117,2021,feb21,46987,enterprise,month,0,1,0.0,10.99,1,10.99
12118,2021,feb21,46992,smart,month,0,1,0.0,3.5,1,3.5
12119,2021,feb21,47000,enterprise,month,0,1,0.0,10.99,1,10.99
12120,2021,feb21,47007,enterprise,month,1,0,10.99,0.0,-1,-10.99
12121,2021,feb21,47009,enterprise,month,0,1,0.0,10.99,1,10.99
12122,2021,feb21,47013,enterprise,month,1,0,10.99,0.0,-1,-10.99
12123,2021,feb21,47014,enterprise,month,1,0,10.99,0.0,-1,-10.99
12124,2021,feb21,47016,enterprise,month,1,0,10.99,0.0,-1,-10.99
12125,2021,feb21,47022,enterprise,month,0,1,0.0,10.99,1,10.99
12126,2021,feb21,47024,enterprise,month,1,0,10.99,0.0,-1,-10.99
12127,2021,feb21,47025,enterprise,month,0,1,0.0,10.99,1,10.99
12128,2021,feb21,47029,enterprise,month,1,0,10.99,0.0,-1,-10.99
12129,2021,feb21,47037,enterprise,month,0,1,0.0,10.99,1,10.99
12130,2021,feb21,47040,enterprise,month,0,1,0.0,10.99,1,10.99
12131,2021,feb21,47041,smart,month,0,1,0.0,3.5,1,3.5
12132,2021,feb21,47049,smart,month,0,1,0.0,3.5,1,3.5
12133,2021,feb21,47069,enterprise,month,0,1,0.0,10.99,1,10.99
12134,2021,feb21,47083,smart,month,0,1,0.0,3.5,1,3.5
12135,2021,feb21,47090,enterprise,month,1,0,10.99,0.0,-1,-10.99
12136,2021,feb21,47095,enterprise,month,0,1,0.0,10.99,1,10.99
12137,2021,feb21,47099,enterprise,month,0,1,0.0,10.99,1,10.99
12138,2021,feb21,47104,enterprise,month,0,1,0.0,10.99,1,10.99
12139,2021,feb21,47110,smart,month,0,1,0.0,3.5,1,3.5
12140,2021,feb21,47111,enterprise,month,0,1,0.0,10.99,1,10.99
12141,2021,feb21,47112,enterprise,month,0,1,0.0,10.99,1,10.99
12142,2021,feb21,47117,enterprise,month,0,1,0.0,10.99,1,10.99
12143,2021,feb21,47118,smart,month,0,1,0.0,3.5,1,3.5
12144,2021,feb21,47123,enterprise,month,0,1,0.0,10.99,1,10.99
12145,2021,feb21,47146,smart,month,0,1,0.0,3.5,1,3.5
12146,2021,feb21,47156,enterprise,month,1,0,10.99,0.0,-1,-10.99
12147,2021,feb21,47161,smart plus,month,0,1,0.0,8.99,1,8.99
12148,2021,feb21,47166,enterprise,month,0,1,0.0,10.99,1,10.99
12149,2021,feb21,47170,enterprise,month,0,1,0.0,10.99,1,10.99
12150,2021,feb21,47181,smart,month,0,1,0.0,3.5,1,3.5
12151,2021,feb21,47190,enterprise,month,0,1,0.0,10.99,1,10.99
12152,2021,feb21,47197,enterprise,month,0,1,0.0,10.99,1,10.99
12153,2021,feb21,47201,enterprise,month,1,0,10.99,0.0,-1,-10.99
12154,2021,feb21,47204,enterprise,month,0,1,0.0,10.99,1,10.99
12155,2021,feb21,47207,enterprise,month,1,0,10.99,0.0,-1,-10.99
12156,2021,feb21,47208,smart,month,0,1,0.0,3.5,1,3.5
12157,2021,feb21,47209,smart,month,0,1,0.0,3.5,1,3.5
12158,2021,feb21,47211,smart,month,0,1,0.0,3.5,1,3.5
12159,2021,feb21,47213,enterprise,month,0,1,0.0,10.99,1,10.99
12160,2021,feb21,47219,enterprise,month,0,1,0.0,10.99,1,10.99
12161,2021,feb21,47223,smart,month,0,1,0.0,3.5,1,3.5
12162,2021,feb21,47225,smart,month,0,1,0.0,3.5,1,3.5
12163,2021,feb21,47231,smart,month,0,1,0.0,3.5,1,3.5
12164,2021,feb21,47233,enterprise,month,0,1,0.0,10.99,1,10.99
12165,2021,feb21,47241,enterprise,month,0,1,0.0,10.99,1,10.99
12166,2021,feb21,47248,smart,month,0,1,0.0,3.5,1,3.5
12167,2021,feb21,47256,enterprise,month,0,1,0.0,10.99,1,10.99
12168,2021,feb21,47257,enterprise,month,1,0,10.99,0.0,-1,-10.99
12169,2021,feb21,47268,enterprise,month,0,1,0.0,10.99,1,10.99
12170,2021,feb21,47271,smart,month,0,1,0.0,3.5,1,3.5
12171,2021,feb21,47284,smart,month,0,1,0.0,3.5,1,3.5
12172,2021,feb21,47291,enterprise,month,0,1,0.0,10.99,1,10.99
12173,2021,feb21,47301,enterprise,month,0,1,0.0,10.99,1,10.99
12174,2021,feb21,47308,enterprise,month,1,0,10.99,0.0,-1,-10.99
12175,2021,feb21,47313,enterprise,month,1,0,10.99,0.0,-1,-10.99
12176,2021,feb21,47315,smart,month,0,1,0.0,3.5,1,3.5
12177,2021,feb21,47318,enterprise,month,0,1,0.0,10.99,1,10.99
12178,2021,feb21,47346,enterprise,month,0,1,0.0,10.99,1,10.99
12179,2021,feb21,47347,enterprise,month,0,1,0.0,10.99,1,10.99
12180,2021,feb21,47348,smart,month,0,1,0.0,3.5,1,3.5
12181,2021,feb21,47349,smart,month,0,1,0.0,3.5,1,3.5
12182,2021,feb21,47359,smart,month,0,1,0.0,3.5,1,3.5
12183,2021,feb21,47367,enterprise,month,1,0,10.99,0.0,-1,-10.99
12184,2021,feb21,47372,enterprise,month,0,1,0.0,10.99,1,10.99
12185,2021,feb21,47377,enterprise,month,0,1,0.0,10.99,1,10.99
12186,2021,feb21,47380,enterprise,month,0,1,0.0,10.99,1,10.99
12187,2021,feb21,47383,smart,month,1,0,3.5,0.0,-1,-3.5
12188,2021,feb21,47391,enterprise,month,0,1,0.0,10.99,1,10.99
12189,2021,feb21,47399,enterprise,month,0,1,0.0,10.99,1,10.99
12190,2021,feb21,47401,enterprise,month,0,1,0.0,10.99,1,10.99
12191,2021,feb21,47418,enterprise,month,0,1,0.0,10.99,1,10.99
12192,2021,feb21,47426,enterprise,month,1,0,10.99,0.0,-1,-10.99
12193,2021,feb21,47430,enterprise,month,1,0,10.99,0.0,-1,-10.99
12194,2021,feb21,47432,enterprise,month,0,1,0.0,10.99,1,10.99
12195,2021,feb21,47446,enterprise,month,1,0,10.99,0.0,-1,-10.99
12196,2021,feb21,47461,enterprise,month,0,1,0.0,10.99,1,10.99
12197,2021,feb21,47497,enterprise,month,1,0,10.99,0.0,-1,-10.99
12198,2021,feb21,47505,enterprise,month,1,0,10.99,0.0,-1,-10.99
12199,2021,feb21,47547,enterprise,month,0,1,0.0,10.99,1,10.99
12200,2021,feb21,47561,enterprise,month,0,1,0.0,10.99,1,10.99
12201,2021,feb21,47569,smart,month,0,1,0.0,3.5,1,3.5
12202,2021,feb21,47581,enterprise,month,1,1,10.99,10.99,0,0.0
12203,2021,feb21,47589,enterprise,month,1,0,10.99,0.0,-1,-10.99
12204,2021,feb21,47591,enterprise,month,0,1,0.0,10.99,1,10.99
12205,2021,feb21,47595,enterprise,month,0,1,0.0,10.99,1,10.99
12206,2021,feb21,47598,enterprise,month,0,1,0.0,10.99,1,10.99
12207,2021,feb21,47600,enterprise,month,0,1,0.0,10.99,1,10.99
12208,2021,feb21,47606,enterprise,month,0,1,0.0,10.99,1,10.99
12209,2021,feb21,47609,smart,month,0,1,0.0,3.5,1,3.5
12210,2021,feb21,47619,enterprise,month,1,0,10.99,0.0,-1,-10.99
12211,2021,feb21,47625,enterprise,month,0,1,0.0,10.99,1,10.99
12212,2021,feb21,47631,enterprise,month,1,0,10.99,0.0,-1,-10.99
12213,2021,feb21,47646,enterprise,month,1,0,10.99,0.0,-1,-10.99
12214,2021,feb21,47647,enterprise,month,0,1,0.0,10.99,1,10.99
12215,2021,feb21,47656,enterprise,month,0,1,0.0,10.99,1,10.99
12216,2021,feb21,47659,enterprise,month,0,1,0.0,10.99,1,10.99
12217,2021,feb21,47661,enterprise,month,0,1,0.0,10.99,1,10.99
12218,2021,feb21,47666,enterprise,month,1,0,10.99,0.0,-1,-10.99
12219,2021,feb21,47667,enterprise,month,1,0,10.99,0.0,-1,-10.99
12220,2021,feb21,47678,enterprise,month,1,0,10.99,0.0,-1,-10.99
12221,2021,feb21,47688,smart,month,1,0,3.5,0.0,-1,-3.5
12222,2021,feb21,47690,enterprise,month,0,1,0.0,10.99,1,10.99
12223,2021,feb21,47693,enterprise,month,0,1,0.0,10.99,1,10.99
12224,2021,feb21,47700,enterprise,month,0,1,0.0,10.99,1,10.99
12225,2021,feb21,47718,smart plus,month,0,1,0.0,8.99,1,8.99
12226,2021,feb21,47723,enterprise,month,0,1,0.0,10.99,1,10.99
12227,2021,feb21,47727,enterprise,month,0,1,0.0,10.99,1,10.99
12228,2021,feb21,47728,enterprise,month,1,0,10.99,0.0,-1,-10.99
12229,2021,feb21,47732,smart,month,0,1,0.0,3.5,1,3.5
12230,2021,feb21,47733,smart,month,0,1,0.0,3.5,1,3.5
12231,2021,feb21,47735,enterprise,month,0,1,0.0,10.99,1,10.99
12232,2021,feb21,47739,enterprise,month,0,1,0.0,10.99,1,10.99
12233,2021,feb21,47743,enterprise,month,0,1,0.0,10.99,1,10.99
12234,2021,feb21,47749,enterprise,month,1,0,10.99,0.0,-1,-10.99
12235,2021,feb21,47765,smart,month,0,1,0.0,3.5,1,3.5
12236,2021,feb21,47767,enterprise,month,0,1,0.0,10.99,1,10.99
12237,2021,feb21,47770,enterprise,month,0,1,0.0,10.99,1,10.99
12238,2021,feb21,47774,enterprise,month,1,0,10.99,0.0,-1,-10.99
12239,2021,feb21,47775,smart plus,month,0,1,0.0,8.99,1,8.99
12240,2021,feb21,47783,smart,month,1,0,3.5,0.0,-1,-3.5
12241,2021,feb21,47788,enterprise,month,0,1,0.0,10.99,1,10.99
12242,2021,feb21,47800,smart,month,0,1,0.0,3.5,1,3.5
12243,2021,feb21,47805,smart plus,month,0,1,0.0,8.99,1,8.99
12244,2021,feb21,47812,smart,month,0,1,0.0,3.5,1,3.5
12245,2021,feb21,47816,enterprise,month,0,1,0.0,10.99,1,10.99
12246,2021,feb21,47817,enterprise,month,0,1,0.0,10.99,1,10.99
12247,2021,feb21,47821,enterprise,month,1,0,10.99,0.0,-1,-10.99
12248,2021,feb21,47825,enterprise,month,0,1,0.0,10.99,1,10.99
12249,2021,feb21,47827,enterprise,month,1,0,10.99,0.0,-1,-10.99
12250,2021,feb21,47841,smart,month,0,1,0.0,3.5,1,3.5
12251,2021,feb21,47860,enterprise,month,0,1,0.0,10.99,1,10.99
12252,2021,feb21,47862,enterprise,month,1,0,10.99,0.0,-1,-10.99
12253,2021,feb21,47867,enterprise,month,0,1,0.0,10.99,1,10.99
12254,2021,feb21,47871,enterprise,month,1,0,10.99,0.0,-1,-10.99
12255,2021,feb21,47889,enterprise,month,0,1,0.0,10.99,1,10.99
12256,2021,feb21,47904,smart plus,year,0,1,0.0,15.99,1,15.99
12257,2021,feb21,47906,smart,month,0,1,0.0,3.5,1,3.5
12258,2021,feb21,47927,enterprise,month,0,1,0.0,10.99,1,10.99
12259,2021,feb21,47929,enterprise,month,0,1,0.0,10.99,1,10.99
12260,2021,feb21,47939,enterprise,month,0,1,0.0,10.99,1,10.99
12261,2021,feb21,47952,smart,month,0,1,0.0,3.5,1,3.5
12262,2021,feb21,47961,smart,month,0,1,0.0,3.5,1,3.5
12263,2021,feb21,47962,enterprise,month,0,1,0.0,10.99,1,10.99
12264,2021,feb21,47981,enterprise,month,0,1,0.0,10.99,1,10.99
12265,2021,feb21,47986,smart plus,month,0,1,0.0,8.99,1,8.99
12266,2021,feb21,47992,enterprise,month,0,1,0.0,10.99,1,10.99
12267,2021,feb21,47997,smart,month,0,1,0.0,3.5,1,3.5
12268,2021,feb21,48004,enterprise,month,0,1,0.0,10.99,1,10.99
12269,2021,feb21,48006,enterprise,month,0,1,0.0,10.99,1,10.99
12270,2021,feb21,48007,enterprise,month,1,0,10.99,0.0,-1,-10.99
12271,2021,feb21,48017,enterprise,month,0,1,0.0,10.99,1,10.99
12272,2021,feb21,48020,enterprise,month,0,1,0.0,10.99,1,10.99
12273,2021,feb21,48022,enterprise,month,0,1,0.0,10.99,1,10.99
12274,2021,feb21,48031,smart,month,0,1,0.0,3.5,1,3.5
12275,2021,feb21,48039,smart,month,0,1,0.0,3.5,1,3.5
12276,2021,feb21,48057,enterprise,month,0,1,0.0,10.99,1,10.99
12277,2021,feb21,48059,enterprise,month,0,1,0.0,10.99,1,10.99
12278,2021,feb21,48079,smart plus,month,0,1,0.0,8.99,1,8.99
12279,2021,feb21,48081,enterprise,month,1,0,10.99,0.0,-1,-10.99
12280,2021,feb21,48083,smart,month,0,1,0.0,3.5,1,3.5
12281,2021,feb21,48091,enterprise,month,0,2,0.0,21.98,2,21.98
12282,2021,feb21,48093,smart,month,0,1,0.0,3.5,1,3.5
12283,2021,feb21,48099,enterprise,month,0,1,0.0,10.99,1,10.99
12284,2021,feb21,48102,enterprise,month,0,1,0.0,10.99,1,10.99
12285,2021,feb21,48113,enterprise,month,0,1,0.0,10.99,1,10.99
12286,2021,feb21,48116,enterprise,month,0,1,0.0,10.99,1,10.99
12287,2021,feb21,48117,smart,month,0,1,0.0,3.5,1,3.5
12288,2021,feb21,48119,enterprise,month,0,1,0.0,10.99,1,10.99
12289,2021,feb21,48125,enterprise,month,0,1,0.0,10.99,1,10.99
12290,2021,feb21,48126,smart,month,0,1,0.0,3.5,1,3.5
12291,2021,feb21,48127,smart,month,0,1,0.0,3.5,1,3.5
12292,2021,feb21,48133,smart,month,0,1,0.0,3.5,1,3.5
12293,2021,feb21,48144,enterprise,month,0,1,0.0,10.99,1,10.99
12294,2021,feb21,48151,smart plus,month,0,1,0.0,8.99,1,8.99
12295,2021,feb21,48152,enterprise,month,0,1,0.0,10.99,1,10.99
12296,2021,feb21,48158,enterprise,month,0,1,0.0,10.99,1,10.99
12297,2021,feb21,48159,enterprise,month,0,1,0.0,10.99,1,10.99
12298,2021,feb21,48179,enterprise,month,0,1,0.0,10.99,1,10.99
12299,2021,feb21,48187,enterprise,month,1,0,10.99,0.0,-1,-10.99
12300,2021,feb21,48196,smart,month,0,1,0.0,3.5,1,3.5
12301,2021,feb21,48199,enterprise,month,1,0,10.99,0.0,-1,-10.99
12302,2021,feb21,48200,smart,month,0,1,0.0,3.5,1,3.5
12303,2021,feb21,48203,enterprise,month,1,0,10.99,0.0,-1,-10.99
12304,2021,feb21,48206,enterprise,month,0,1,0.0,10.99,1,10.99
12305,2021,feb21,48211,enterprise,month,0,1,0.0,10.99,1,10.99
12306,2021,feb21,48212,smart,month,1,1,3.5,3.5,0,0.0
12307,2021,feb21,48216,enterprise,month,0,1,0.0,10.99,1,10.99
12308,2021,feb21,48218,enterprise,month,1,0,10.99,0.0,-1,-10.99
12309,2021,feb21,48230,enterprise,month,1,0,10.99,0.0,-1,-10.99
12310,2021,feb21,48231,enterprise,month,0,1,0.0,10.99,1,10.99
12311,2021,feb21,48232,smart,month,1,0,3.5,0.0,-1,-3.5
12312,2021,feb21,48254,enterprise,month,0,1,0.0,10.99,1,10.99
12313,2021,feb21,48267,enterprise,month,1,0,10.99,0.0,-1,-10.99
12314,2021,feb21,48270,smart,month,2,1,7.0,3.5,-1,-3.5
12315,2021,feb21,48278,smart plus,month,0,1,0.0,8.99,1,8.99
12316,2021,feb21,48278,smart plus,year,1,0,15.99,0.0,-1,-15.99
12317,2021,feb21,48284,enterprise,month,0,1,0.0,10.99,1,10.99
12318,2021,feb21,48286,enterprise,month,0,1,0.0,10.99,1,10.99
12319,2021,feb21,48288,smart,month,0,1,0.0,3.5,1,3.5
12320,2021,feb21,48290,smart,month,0,1,0.0,3.5,1,3.5
12321,2021,feb21,48292,smart,year,0,1,0.0,25.0,1,25.0
12322,2021,feb21,48300,smart plus,month,0,1,0.0,8.99,1,8.99
12323,2021,feb21,48319,enterprise,month,0,1,0.0,10.99,1,10.99
12324,2021,feb21,48326,smart plus,month,0,1,0.0,8.99,1,8.99
12325,2021,feb21,48334,enterprise,month,0,1,0.0,10.99,1,10.99
12326,2021,feb21,48335,smart,month,0,1,0.0,3.5,1,3.5
12327,2021,feb21,48338,enterprise,month,0,1,0.0,10.99,1,10.99
12328,2021,feb21,48342,enterprise,month,0,1,0.0,10.99,1,10.99
12329,2021,feb21,48350,enterprise,month,0,1,0.0,10.99,1,10.99
12330,2021,feb21,48353,enterprise,month,0,1,0.0,10.99,1,10.99
12331,2021,feb21,48361,enterprise,month,1,0,10.99,0.0,-1,-10.99
12332,2021,feb21,48362,enterprise,month,1,0,10.99,0.0,-1,-10.99
12333,2021,feb21,48375,smart plus,month,0,1,0.0,8.99,1,8.99
12334,2021,feb21,48383,enterprise,month,0,1,0.0,10.99,1,10.99
12335,2021,feb21,48392,smart,month,0,1,0.0,3.5,1,3.5
12336,2021,feb21,48398,enterprise,month,0,1,0.0,10.99,1,10.99
12337,2021,feb21,48406,smart,month,0,1,0.0,3.5,1,3.5
12338,2021,feb21,48418,enterprise,month,0,1,0.0,10.99,1,10.99
12339,2021,feb21,48431,smart,month,0,1,0.0,3.5,1,3.5
12340,2021,feb21,48442,enterprise,month,0,1,0.0,10.99,1,10.99
12341,2021,feb21,48445,smart,month,0,1,0.0,3.5,1,3.5
12342,2021,feb21,48446,enterprise,month,0,1,0.0,10.99,1,10.99
12343,2021,feb21,48447,smart,month,0,1,0.0,3.5,1,3.5
12344,2021,feb21,48448,enterprise,month,0,1,0.0,10.99,1,10.99
12345,2021,feb21,48456,enterprise,month,1,0,10.99,0.0,-1,-10.99
12346,2021,feb21,48458,smart,month,0,1,0.0,3.5,1,3.5
12347,2021,feb21,48462,enterprise,month,0,1,0.0,10.99,1,10.99
12348,2021,feb21,48467,enterprise,month,1,0,10.99,0.0,-1,-10.99
12349,2021,feb21,48469,enterprise,month,0,1,0.0,10.99,1,10.99
12350,2021,feb21,48473,smart,month,0,1,0.0,3.5,1,3.5
12351,2021,feb21,48493,smart,month,0,1,0.0,3.5,1,3.5
12352,2021,feb21,48509,enterprise,month,1,0,10.99,0.0,-1,-10.99
12353,2021,feb21,48522,enterprise,month,0,1,0.0,10.99,1,10.99
12354,2021,feb21,48527,smart,month,0,1,0.0,3.5,1,3.5
12355,2021,feb21,48535,enterprise,month,0,1,0.0,10.99,1,10.99
12356,2021,feb21,48539,enterprise,month,0,1,0.0,10.99,1,10.99
12357,2021,feb21,48543,enterprise,month,1,0,10.99,0.0,-1,-10.99
12358,2021,feb21,48545,enterprise,month,1,0,10.99,0.0,-1,-10.99
12359,2021,feb21,48547,enterprise,month,0,1,0.0,10.99,1,10.99
12360,2021,feb21,48561,smart plus,month,0,1,0.0,8.99,1,8.99
12361,2021,feb21,48591,enterprise,month,0,1,0.0,10.99,1,10.99
12362,2021,feb21,48596,smart plus,month,0,1,0.0,8.99,1,8.99
12363,2021,feb21,48597,smart,month,1,0,3.5,0.0,-1,-3.5
12364,2021,feb21,48607,enterprise,month,0,1,0.0,10.99,1,10.99
12365,2021,feb21,48608,enterprise,month,0,1,0.0,10.99,1,10.99
12366,2021,feb21,48616,enterprise,month,0,1,0.0,10.99,1,10.99
12367,2021,feb21,48641,enterprise,month,1,0,10.99,0.0,-1,-10.99
12368,2021,feb21,48642,enterprise,month,0,1,0.0,10.99,1,10.99
12369,2021,feb21,48643,enterprise,month,0,1,0.0,10.99,1,10.99
12370,2021,feb21,48644,smart,month,0,1,0.0,3.5,1,3.5
12371,2021,feb21,48652,enterprise,month,0,1,0.0,10.99,1,10.99
12372,2021,feb21,48653,smart,month,1,0,3.5,0.0,-1,-3.5
12373,2021,feb21,48654,enterprise,month,0,1,0.0,10.99,1,10.99
12374,2021,feb21,48664,enterprise,month,1,0,10.99,0.0,-1,-10.99
12375,2021,feb21,48665,smart,month,0,1,0.0,3.5,1,3.5
12376,2021,feb21,48668,enterprise,month,0,1,0.0,10.99,1,10.99
12377,2021,feb21,48670,smart plus,month,0,1,0.0,8.99,1,8.99
12378,2021,feb21,48675,enterprise,month,1,0,10.99,0.0,-1,-10.99
12379,2021,feb21,48697,enterprise,month,0,1,0.0,10.99,1,10.99
12380,2021,feb21,48699,smart plus,month,0,1,0.0,8.99,1,8.99
12381,2021,feb21,48704,enterprise,month,0,1,0.0,10.99,1,10.99
12382,2021,feb21,48708,enterprise,month,0,1,0.0,10.99,1,10.99
12383,2021,feb21,48715,enterprise,month,0,1,0.0,10.99,1,10.99
12384,2021,feb21,48717,smart plus,month,0,1,0.0,8.99,1,8.99
12385,2021,feb21,48722,smart,month,0,1,0.0,3.5,1,3.5
12386,2021,feb21,48727,smart,month,0,1,0.0,3.5,1,3.5
12387,2021,feb21,48728,enterprise,month,0,1,0.0,10.99,1,10.99
12388,2021,feb21,48731,enterprise,month,0,1,0.0,10.99,1,10.99
12389,2021,feb21,48739,smart,month,0,1,0.0,3.5,1,3.5
12390,2021,feb21,48745,enterprise,month,0,1,0.0,10.99,1,10.99
12391,2021,feb21,48760,enterprise,month,0,1,0.0,10.99,1,10.99
12392,2021,feb21,48762,smart,month,0,1,0.0,3.5,1,3.5
12393,2021,feb21,48771,enterprise,month,0,1,0.0,10.99,1,10.99
12394,2021,feb21,48775,smart plus,month,1,0,8.99,0.0,-1,-8.99
12395,2021,feb21,48776,enterprise,month,0,1,0.0,10.99,1,10.99
12396,2021,feb21,48779,enterprise,month,0,1,0.0,10.99,1,10.99
12397,2021,feb21,48784,smart plus,month,0,1,0.0,8.99,1,8.99
12398,2021,feb21,48786,enterprise,month,0,1,0.0,10.99,1,10.99
12399,2021,feb21,48790,enterprise,month,0,1,0.0,10.99,1,10.99
12400,2021,feb21,48792,enterprise,month,0,1,0.0,10.99,1,10.99
12401,2021,feb21,48796,enterprise,month,0,1,0.0,10.99,1,10.99
12402,2021,feb21,48798,smart plus,month,0,1,0.0,8.99,1,8.99
12403,2021,feb21,48801,enterprise,month,0,1,0.0,10.99,1,10.99
12404,2021,feb21,48812,smart,month,0,1,0.0,3.5,1,3.5
12405,2021,feb21,48824,enterprise,month,0,1,0.0,10.99,1,10.99
12406,2021,feb21,48826,enterprise,month,0,1,0.0,10.99,1,10.99
12407,2021,feb21,48828,smart plus,month,0,1,0.0,8.99,1,8.99
12408,2021,feb21,48834,smart plus,month,0,1,0.0,8.99,1,8.99
12409,2021,feb21,48843,smart,month,1,0,3.5,0.0,-1,-3.5
12410,2021,feb21,48845,enterprise,month,0,1,0.0,10.99,1,10.99
12411,2021,feb21,48851,enterprise,month,0,1,0.0,10.99,1,10.99
12412,2021,feb21,48858,enterprise,month,1,0,10.99,0.0,-1,-10.99
12413,2021,feb21,48862,enterprise,month,0,1,0.0,10.99,1,10.99
12414,2021,feb21,48864,enterprise,month,0,1,0.0,10.99,1,10.99
12415,2021,feb21,48868,enterprise,month,0,1,0.0,10.99,1,10.99
12416,2021,feb21,48874,enterprise,month,1,0,10.99,0.0,-1,-10.99
12417,2021,feb21,48885,enterprise,month,0,1,0.0,10.99,1,10.99
12418,2021,feb21,48888,enterprise,month,1,0,10.99,0.0,-1,-10.99
12419,2021,feb21,48889,smart plus,month,0,1,0.0,8.99,1,8.99
12420,2021,feb21,48892,enterprise,month,1,0,10.99,0.0,-1,-10.99
12421,2021,feb21,48893,enterprise,month,0,1,0.0,10.99,1,10.99
12422,2021,feb21,48896,enterprise,month,0,1,0.0,10.99,1,10.99
12423,2021,feb21,48899,enterprise,month,0,1,0.0,10.99,1,10.99
12424,2021,feb21,48901,smart,month,0,1,0.0,3.5,1,3.5
12425,2021,feb21,48902,enterprise,month,0,1,0.0,10.99,1,10.99
12426,2021,feb21,48908,enterprise,month,0,1,0.0,10.99,1,10.99
12427,2021,feb21,48909,enterprise,month,0,1,0.0,10.99,1,10.99
12428,2021,feb21,48911,enterprise,month,1,0,10.99,0.0,-1,-10.99
12429,2021,feb21,48915,smart plus,month,1,0,8.99,0.0,-1,-8.99
12430,2021,feb21,48916,enterprise,month,0,1,0.0,10.99,1,10.99
12431,2021,feb21,48921,enterprise,month,0,1,0.0,10.99,1,10.99
12432,2021,feb21,48924,enterprise,month,0,1,0.0,10.99,1,10.99
12433,2021,feb21,48939,smart,month,0,1,0.0,3.5,1,3.5
12434,2021,feb21,48940,enterprise,month,0,1,0.0,10.99,1,10.99
12435,2021,feb21,48944,enterprise,month,1,0,10.99,0.0,-1,-10.99
12436,2021,feb21,48947,enterprise,month,1,0,10.99,0.0,-1,-10.99
12437,2021,feb21,48948,enterprise,month,0,1,0.0,10.99,1,10.99
12438,2021,feb21,48949,enterprise,month,1,0,10.99,0.0,-1,-10.99
12439,2021,feb21,48957,enterprise,month,0,1,0.0,10.99,1,10.99
12440,2021,feb21,48959,enterprise,month,1,0,10.99,0.0,-1,-10.99
12441,2021,feb21,48966,enterprise,month,1,0,10.99,0.0,-1,-10.99
12442,2021,feb21,48971,enterprise,month,0,1,0.0,10.99,1,10.99
12443,2021,feb21,48975,enterprise,month,0,1,0.0,10.99,1,10.99
12444,2021,feb21,48978,smart,month,0,1,0.0,3.5,1,3.5
12445,2021,feb21,48983,enterprise,month,0,1,0.0,10.99,1,10.99
12446,2021,feb21,48997,enterprise,month,0,1,0.0,10.99,1,10.99
12447,2021,feb21,48998,smart,month,0,1,0.0,3.5,1,3.5
12448,2021,feb21,49001,enterprise,month,0,1,0.0,10.99,1,10.99
12449,2021,feb21,49007,enterprise,month,0,1,0.0,10.99,1,10.99
