,sale_date,license_id,license_plan_id,operation_type,billing_period,license_name,billing_plan_price,sale_month,sale_year
8376,2021-01-10 20:44:00,50918,497,purchase,month,enterprise,10.99,1,2021
8377,2021-02-10 20:01:00,50918,497,purchase,month,enterprise,10.99,2,2021
8378,2021-03-12 21:01:00,50918,497,purchase,month,enterprise,10.99,3,2021
8379,2021-04-12 22:00:00,50918,497,purchase,month,enterprise,10.99,4,2021
8380,2021-05-12 22:02:00,50918,497,purchase,month,enterprise,10.99,5,2021
8381,2021-01-12 23:02:00,47124,475,cancelation,trial,trial smart,0.0,1,2021
8382,2021-04-15 20:25:00,16970,441,purchase,month,smart,3.5,4,2021
8383,2021-05-15 21:01:00,16970,441,purchase,month,smart,3.5,5,2021
8384,2021-05-20 22:02:00,22612,442,cancelation,year,smart,25.0,5,2021
8385,2020-12-30 12:00:00,36110,441,purchase,month,smart,3.5,12,2020
8386,2021-01-27 12:02:00,36110,441,purchase,month,smart,3.5,1,2021
8387,2021-02-27 12:00:00,36110,441,purchase,month,smart,3.5,2,2021
8388,2021-03-29 12:01:00,36110,441,purchase,month,smart,3.5,3,2021
8389,2021-04-29 13:01:00,36110,441,purchase,month,smart,3.5,4,2021
8390,2021-05-29 22:01:00,36110,441,cancelation,month,smart,3.5,5,2021
8391,2021-04-25 16:26:00,70231,442,purchase,year,smart,25.0,4,2021
8392,2021-02-22 03:10:00,56720,497,purchase,month,enterprise,10.99,2,2021
8393,2021-03-24 04:01:00,56720,497,purchase,month,enterprise,10.99,3,2021
8394,2021-04-24 05:01:00,56720,497,purchase,month,enterprise,10.99,4,2021
8395,2021-05-24 06:01:00,56720,497,purchase,month,enterprise,10.99,5,2021
8396,2020-12-15 20:01:00,39104,497,purchase,month,enterprise,10.99,12,2020
8397,2021-01-12 21:01:00,39104,497,purchase,month,enterprise,10.99,1,2021
8398,2021-02-12 21:01:00,39104,497,purchase,month,enterprise,10.99,2,2021
8399,2021-03-14 22:01:00,39104,497,purchase,month,enterprise,10.99,3,2021
8400,2021-04-14 23:01:00,39104,497,purchase,month,enterprise,10.99,4,2021
8401,2021-05-15 22:01:00,39104,497,cancelation,month,enterprise,10.99,5,2021
8402,2021-05-23 10:21:00,39104,497,purchase,month,enterprise,10.99,5,2021
8403,2021-01-16 11:47:00,51092,497,purchase,month,enterprise,10.99,1,2021
8404,2021-02-16 11:01:00,51092,497,purchase,month,enterprise,10.99,2,2021
8405,2021-03-18 12:01:00,51092,497,purchase,month,enterprise,10.99,3,2021
8406,2021-04-18 13:00:00,51092,497,purchase,month,enterprise,10.99,4,2021
8407,2021-05-18 13:01:00,51092,497,purchase,month,enterprise,10.99,5,2021
8408,2021-04-14 15:09:00,68019,475,cancelation,trial,trial smart,0.0,4,2021
8409,2021-05-18 06:26:00,73618,513,purchase,month,smart plus,8.99,5,2021
8410,2021-01-11 15:14:00,51027,442,purchase,year,smart,25.0,1,2021
8411,2021-01-04 14:01:00,31698,497,purchase,month,enterprise,10.99,1,2021
8412,2021-02-01 15:01:00,31698,497,purchase,month,enterprise,10.99,2,2021
8413,2021-03-04 15:01:00,31698,497,purchase,month,enterprise,10.99,3,2021
8414,2021-04-03 16:01:00,31698,497,purchase,month,enterprise,10.99,4,2021
8415,2021-05-04 17:01:00,31698,497,purchase,month,enterprise,10.99,5,2021
8416,2021-06-03 18:01:00,31698,497,purchase,month,enterprise,10.99,6,2021
8417,2021-03-04 08:44:00,58796,509,purchase,month,enterprise,10.99,3,2021
8418,2021-04-03 09:01:00,58796,509,purchase,month,enterprise,10.99,4,2021
8419,2021-05-04 22:01:00,58796,509,cancelation,month,enterprise,10.99,5,2021
8420,2021-04-16 00:01:00,16932,498,purchase,year,enterprise,19.99,4,2021
8421,2021-05-16 09:08:00,73217,518,purchase,month,smart plus,8.99,5,2021
8422,2021-05-11 08:01:00,20837,498,purchase,year,enterprise,19.99,5,2021
8423,2021-04-18 06:44:00,68472,475,cancelation,trial,trial smart,0.0,4,2021
8424,2021-06-03 07:28:00,76107,513,purchase,month,smart plus,8.99,6,2021
8425,2021-05-22 07:15:00,74179,442,purchase,year,smart,25.0,5,2021
8426,2021-05-14 08:01:00,21466,442,purchase,year,smart,25.0,5,2021
8427,2021-06-06 08:10:00,76478,441,purchase,month,smart,3.5,6,2021
8428,2020-12-14 19:13:00,47380,497,purchase,month,enterprise,10.99,12,2020
8429,2021-01-11 20:01:00,47380,497,purchase,month,enterprise,10.99,1,2021
8430,2021-02-11 20:01:00,47380,497,purchase,month,enterprise,10.99,2,2021
8431,2021-03-13 21:00:00,47380,497,purchase,month,enterprise,10.99,3,2021
8432,2021-04-13 22:01:00,47380,497,cancelation,month,enterprise,10.99,4,2021
8433,2021-05-25 16:17:00,74775,513,purchase,month,smart plus,8.99,5,2021
8434,2020-12-21 22:00:00,29302,441,purchase,month,smart,3.5,12,2020
8435,2021-01-18 23:01:00,29302,441,cancelation,month,smart,3.5,1,2021
8436,2020-12-29 23:01:00,44932,475,cancelation,trial,trial smart,0.0,12,2020
8437,2021-04-07 20:55:00,66571,515,purchase,month,smart plus,8.99,4,2021
8438,2021-05-08 22:02:00,66571,515,cancelation,month,smart plus,8.99,5,2021
8439,2021-05-18 22:07:00,73755,515,purchase,month,smart plus,8.99,5,2021
8440,2021-05-05 18:38:00,71971,441,purchase,month,smart,3.5,5,2021
8441,2021-06-04 22:01:00,71971,441,cancelation,month,smart,3.5,6,2021
8442,2021-02-03 23:01:00,50044,475,cancelation,trial,trial smart,0.0,2,2021
8443,2021-02-04 23:00:00,50179,475,cancelation,trial,trial smart,0.0,2,2021
8444,2021-05-15 12:01:00,21708,442,purchase,year,smart,25.0,5,2021
8445,2021-04-19 08:01:00,17465,498,purchase,year,enterprise,19.99,4,2021
8446,2020-12-31 12:00:00,41277,441,purchase,month,smart,3.5,12,2020
8447,2021-01-28 13:00:00,41277,441,purchase,month,smart,3.5,1,2021
8448,2021-02-28 12:01:00,41277,441,purchase,month,smart,3.5,2,2021
8449,2021-03-30 12:01:00,41277,441,purchase,month,smart,3.5,3,2021
8450,2021-04-30 13:01:00,41277,441,purchase,month,smart,3.5,4,2021
8451,2021-05-30 14:00:00,41277,441,purchase,month,smart,3.5,5,2021
8452,2021-04-22 09:00:00,17998,498,purchase,year,enterprise,19.99,4,2021
8453,2021-01-07 17:01:00,37719,441,purchase,month,smart,3.5,1,2021
8454,2021-02-04 18:01:00,37719,441,purchase,month,smart,3.5,2,2021
8455,2021-03-07 18:01:00,37719,441,purchase,month,smart,3.5,3,2021
8456,2021-04-06 19:01:00,37719,441,purchase,month,smart,3.5,4,2021
8457,2021-05-07 20:01:00,37719,441,purchase,month,smart,3.5,5,2021
8458,2021-05-10 09:13:00,72424,503,purchase,month,enterprise,10.99,5,2021
8459,2021-01-04 23:00:00,31780,497,purchase,month,enterprise,10.99,1,2021
8460,2021-02-02 00:01:00,31780,497,purchase,month,enterprise,10.99,2,2021
8461,2021-03-04 23:06:00,31780,497,purchase,month,enterprise,10.99,3,2021
8462,2021-04-04 00:05:00,31780,497,purchase,month,enterprise,10.99,4,2021
8463,2021-05-05 01:04:00,31780,497,purchase,month,enterprise,10.99,5,2021
8464,2021-06-04 02:04:00,31780,497,purchase,month,enterprise,10.99,6,2021
8465,2021-04-20 03:49:00,69186,497,purchase,month,enterprise,10.99,4,2021
8466,2021-05-20 04:00:00,69186,497,purchase,month,enterprise,10.99,5,2021
8467,2021-04-11 14:00:00,67307,441,purchase,month,smart,3.5,4,2021
8468,2021-05-12 14:02:00,67307,441,purchase,month,smart,3.5,5,2021
8469,2021-03-01 16:45:00,58084,497,purchase,month,enterprise,10.99,3,2021
8470,2021-03-31 17:01:00,58084,497,purchase,month,enterprise,10.99,3,2021
8471,2021-05-01 18:01:00,58084,497,purchase,month,enterprise,10.99,5,2021
8472,2021-05-31 19:01:00,58084,497,purchase,month,enterprise,10.99,5,2021
8473,2021-03-05 11:04:00,59097,497,purchase,month,enterprise,10.99,3,2021
8474,2021-02-23 10:55:00,56911,442,purchase,year,smart,25.0,2,2021
8475,2021-01-14 23:01:00,47443,487,cancelation,trial,trial smart,0.0,1,2021
8476,2021-04-18 20:58:00,68941,521,purchase,year,smart plus,15.99,4,2021
8477,2021-04-21 02:53:00,69394,497,purchase,month,enterprise,10.99,4,2021
8478,2021-05-21 03:01:00,69394,497,purchase,month,enterprise,10.99,5,2021
8479,2021-01-14 23:01:00,47440,475,cancelation,trial,trial smart,0.0,1,2021
8480,2020-12-15 18:45:00,47534,509,purchase,month,enterprise,10.99,12,2020
8481,2020-12-16 07:06:00,47534,509,cancelation,month,enterprise,10.99,12,2020
8482,2021-04-15 10:16:00,67179,475,cancelation,trial,trial smart,0.0,4,2021
8483,2021-01-14 23:01:00,47484,475,cancelation,trial,trial smart,0.0,1,2021
8484,2021-03-07 13:09:00,59752,498,purchase,year,enterprise,19.99,3,2021
8485,2021-01-15 23:01:00,47685,475,cancelation,trial,trial smart,0.0,1,2021
8486,2021-06-02 11:09:00,76013,442,purchase,year,smart,25.0,6,2021
8487,2020-12-28 14:01:00,44628,511,purchase,month,enterprise,10.99,12,2020
8488,2021-01-25 15:01:00,44628,511,purchase,month,enterprise,10.99,1,2021
8489,2021-02-25 15:01:00,44628,511,purchase,month,enterprise,10.99,2,2021
8490,2021-03-27 16:01:00,44628,511,purchase,month,enterprise,10.99,3,2021
8491,2021-04-27 17:01:00,44628,511,purchase,month,enterprise,10.99,4,2021
8492,2021-05-27 18:01:00,44628,511,purchase,month,enterprise,10.99,5,2021
8493,2020-12-27 23:01:00,44664,475,cancelation,trial,trial smart,0.0,12,2020
8494,2020-12-30 23:01:00,44939,441,cancelation,month,smart,3.5,12,2020
8495,2021-03-07 11:49:00,44939,497,purchase,month,enterprise,10.99,3,2021
8496,2021-04-06 12:02:00,44939,497,purchase,month,enterprise,10.99,4,2021
8497,2021-05-07 22:02:00,44939,497,cancelation,month,enterprise,10.99,5,2021
8498,2021-01-07 21:51:00,50550,498,purchase,year,enterprise,19.99,1,2021
8499,2021-01-02 23:01:00,45487,475,cancelation,trial,trial smart,0.0,1,2021
8500,2021-01-30 04:01:00,49732,497,purchase,month,enterprise,10.99,1,2021
8501,2021-01-02 03:47:00,49732,497,purchase,month,enterprise,10.99,1,2021
8502,2021-03-02 22:01:00,49732,497,cancelation,month,enterprise,10.99,3,2021
8503,2021-01-13 19:51:00,51389,497,purchase,month,enterprise,10.99,1,2021
8504,2021-02-13 22:00:00,51389,497,cancelation,month,enterprise,10.99,2,2021
8505,2021-01-15 17:34:00,51597,442,purchase,year,smart,25.0,1,2021
8506,2020-12-24 17:14:00,4873,408,purchase,year,smart,20.0,12,2020
8507,2021-02-28 14:12:00,57770,475,cancelation,trial,trial smart,0.0,2,2021
8508,2021-03-17 10:36:00,62348,513,purchase,month,smart plus,8.99,3,2021
8509,2021-04-17 11:01:00,62348,513,purchase,month,smart plus,8.99,4,2021
8510,2021-05-17 22:01:00,62348,513,cancelation,month,smart plus,8.99,5,2021
8511,2021-01-07 20:01:00,37780,497,purchase,month,enterprise,10.99,1,2021
8512,2021-02-04 21:01:00,37780,497,purchase,month,enterprise,10.99,2,2021
8513,2021-03-07 21:01:00,37780,497,purchase,month,enterprise,10.99,3,2021
8514,2021-04-06 22:01:00,37780,497,purchase,month,enterprise,10.99,4,2021
8515,2021-05-08 22:02:00,37780,497,cancelation,month,enterprise,10.99,5,2021
8516,2021-05-20 11:34:00,73986,513,purchase,month,smart plus,8.99,5,2021
8517,2020-12-27 22:57:00,49139,444,purchase,year,smart,25.0,12,2020
8518,2020-12-27 23:40:00,49139,444,cancelation,year,smart,25.0,12,2020
8519,2021-05-10 13:50:00,72461,455,purchase,month,smart,3.5,5,2021
8520,2021-06-01 17:02:00,24474,498,purchase,year,enterprise,19.99,6,2021
8521,2021-03-26 12:04:00,64076,497,purchase,month,enterprise,10.99,3,2021
8522,2021-04-26 22:00:00,64076,497,cancelation,month,enterprise,10.99,4,2021
8523,2021-01-17 11:47:00,51794,497,purchase,month,enterprise,10.99,1,2021
8524,2021-02-17 13:02:00,51794,497,purchase,month,enterprise,10.99,2,2021
8525,2021-03-19 22:01:00,51794,497,cancelation,month,enterprise,10.99,3,2021
8526,2021-05-19 05:56:00,73771,498,purchase,year,enterprise,19.99,5,2021
8527,2021-01-16 11:57:00,51642,499,purchase,month,enterprise,10.99,1,2021
8528,2021-01-16 23:53:00,51642,499,cancelation,month,enterprise,10.99,1,2021
8529,2021-05-05 23:08:00,71995,456,purchase,year,smart,25.0,5,2021
8530,2021-02-23 08:11:00,52773,442,purchase,year,smart,25.0,2,2021
8531,2020-12-20 23:00:00,34505,497,cancelation,month,enterprise,10.99,12,2020
8532,2021-03-08 13:39:00,60158,442,purchase,year,smart,25.0,3,2021
8533,2021-03-08 13:51:00,60158,442,cancelation,year,smart,25.0,3,2021
8534,2021-04-17 14:32:00,67007,475,cancelation,trial,trial smart,0.0,4,2021
8535,2021-04-01 10:45:00,37169,503,purchase,month,enterprise,10.99,4,2021
8536,2021-05-02 11:01:00,37169,503,purchase,month,enterprise,10.99,5,2021
8537,2021-06-01 12:00:00,37169,503,purchase,month,enterprise,10.99,6,2021
8538,2021-01-10 21:06:00,46757,497,purchase,month,enterprise,10.99,1,2021
8539,2021-02-10 21:05:00,46757,497,purchase,month,enterprise,10.99,2,2021
8540,2021-03-12 22:06:00,46757,497,purchase,month,enterprise,10.99,3,2021
8541,2021-04-12 23:03:00,46757,497,purchase,month,enterprise,10.99,4,2021
8542,2021-05-13 00:08:00,46757,497,purchase,month,enterprise,10.99,5,2021
8543,2021-02-18 05:58:00,56153,521,purchase,year,smart plus,15.99,2,2021
8544,2020-12-14 20:28:00,47396,441,purchase,month,smart,3.5,12,2020
8545,2021-01-11 23:01:00,47396,441,cancelation,month,smart,3.5,1,2021
8546,2021-01-07 09:00:00,37560,441,purchase,month,smart,3.5,1,2021
8547,2021-02-04 10:00:00,37560,441,purchase,month,smart,3.5,2,2021
8548,2021-03-07 09:01:00,37560,441,purchase,month,smart,3.5,3,2021
8549,2021-04-06 10:00:00,37560,441,purchase,month,smart,3.5,4,2021
8550,2021-05-07 10:02:00,37560,441,purchase,month,smart,3.5,5,2021
8551,2021-06-06 11:02:00,37560,441,purchase,month,smart,3.5,6,2021
8552,2020-12-19 23:15:00,48031,441,purchase,month,smart,3.5,12,2020
8553,2021-01-17 00:01:00,48031,441,purchase,month,smart,3.5,1,2021
8554,2021-02-17 00:01:00,48031,441,purchase,month,smart,3.5,2,2021
8555,2021-03-19 01:01:00,48031,441,purchase,month,smart,3.5,3,2021
8556,2021-04-19 02:00:00,48031,441,purchase,month,smart,3.5,4,2021
8557,2021-05-19 02:01:00,48031,441,purchase,month,smart,3.5,5,2021
8558,2021-02-10 14:41:00,55125,497,purchase,month,enterprise,10.99,2,2021
8559,2021-03-12 15:02:00,55125,497,purchase,month,enterprise,10.99,3,2021
8560,2021-04-12 16:02:00,55125,497,purchase,month,enterprise,10.99,4,2021
8561,2021-05-12 17:01:00,55125,497,purchase,month,enterprise,10.99,5,2021
8562,2021-04-17 16:18:00,68559,513,purchase,month,smart plus,8.99,4,2021
8563,2021-05-17 17:02:00,68559,513,purchase,month,smart plus,8.99,5,2021
8564,2021-03-03 17:32:00,58606,475,cancelation,trial,trial smart,0.0,3,2021
8565,2021-03-03 19:31:00,58641,441,purchase,month,smart,3.5,3,2021
8566,2021-04-02 22:01:00,58641,441,cancelation,month,smart,3.5,4,2021
8567,2021-03-10 20:28:00,58648,475,cancelation,trial,trial smart,0.0,3,2021
8568,2021-06-02 09:44:00,76001,513,purchase,month,smart plus,8.99,6,2021
8569,2021-03-07 20:31:00,59971,475,cancelation,trial,trial smart,0.0,3,2021
8570,2021-01-09 22:00:00,38244,499,purchase,month,enterprise,10.99,1,2021
8571,2021-02-06 22:00:00,38244,499,purchase,month,enterprise,10.99,2,2021
8572,2021-03-09 22:01:00,38244,499,purchase,month,enterprise,10.99,3,2021
8573,2021-04-08 23:00:00,38244,499,purchase,month,enterprise,10.99,4,2021
8574,2021-05-09 23:01:00,38244,499,purchase,month,enterprise,10.99,5,2021
8575,2021-04-11 13:39:00,67303,513,purchase,month,smart plus,8.99,4,2021
8576,2021-05-12 14:02:00,67303,513,purchase,month,smart plus,8.99,5,2021
8577,2020-12-27 18:26:00,48525,475,cancelation,trial,trial smart,0.0,12,2020
8578,2020-12-26 16:01:00,29983,497,purchase,month,enterprise,10.99,12,2020
8579,2021-01-23 17:01:00,29983,497,purchase,month,enterprise,10.99,1,2021
8580,2021-02-23 17:01:00,29983,497,purchase,month,enterprise,10.99,2,2021
8581,2021-03-25 18:00:00,29983,497,purchase,month,enterprise,10.99,3,2021
8582,2021-04-25 18:02:00,29983,497,purchase,month,enterprise,10.99,4,2021
8583,2021-05-25 19:01:00,29983,497,purchase,month,enterprise,10.99,5,2021
8584,2021-06-02 10:54:00,76011,498,purchase,year,enterprise,19.99,6,2021
8585,2021-01-20 18:49:00,52363,475,cancelation,trial,trial smart,0.0,1,2021
8586,2021-03-14 15:15:00,61633,497,purchase,month,enterprise,10.99,3,2021
8587,2021-04-14 16:01:00,61633,497,purchase,month,enterprise,10.99,4,2021
8588,2021-05-14 17:01:00,61633,497,purchase,month,enterprise,10.99,5,2021
8589,2021-01-06 23:01:00,37352,497,cancelation,month,enterprise,10.99,1,2021
8590,2021-05-06 03:54:00,71998,521,purchase,year,smart plus,15.99,5,2021
8591,2021-03-14 05:07:00,59559,475,cancelation,trial,trial smart,0.0,3,2021
8592,2021-01-18 20:05:00,52077,507,purchase,month,enterprise,10.99,1,2021
8593,2021-01-19 12:09:00,52077,507,purchase,month,enterprise,10.99,1,2021
8594,2021-02-19 12:01:00,52077,507,purchase,month,enterprise,10.99,2,2021
8595,2021-03-21 13:01:00,52077,507,purchase,month,enterprise,10.99,3,2021
8596,2021-04-21 22:01:00,52077,507,cancelation,month,enterprise,10.99,4,2021
8597,2021-03-31 10:54:00,65061,497,purchase,month,enterprise,10.99,3,2021
8598,2021-05-01 22:01:00,65061,497,cancelation,month,enterprise,10.99,5,2021
8599,2021-05-18 04:19:00,73604,513,purchase,month,smart plus,8.99,5,2021
8600,2021-03-14 10:08:00,32177,497,purchase,month,enterprise,10.99,3,2021
8601,2021-04-14 11:02:00,32177,497,purchase,month,enterprise,10.99,4,2021
8602,2021-05-14 12:01:00,32177,497,purchase,month,enterprise,10.99,5,2021
8603,2020-12-16 03:01:00,33774,441,purchase,month,smart,3.5,12,2020
8604,2021-01-13 04:01:00,33774,441,purchase,month,smart,3.5,1,2021
8605,2021-02-13 22:00:00,33774,441,cancelation,month,smart,3.5,2,2021
8606,2020-12-22 18:01:00,27373,449,purchase,month,smart,3.5,12,2020
8607,2021-01-19 19:01:00,27373,449,purchase,month,smart,3.5,1,2021
8608,2021-02-19 19:01:00,27373,449,purchase,month,smart,3.5,2,2021
8609,2021-03-21 20:01:00,27373,449,purchase,month,smart,3.5,3,2021
8610,2021-04-21 21:01:00,27373,449,purchase,month,smart,3.5,4,2021
8611,2021-05-21 22:00:00,27373,449,purchase,month,smart,3.5,5,2021
8612,2021-03-30 15:05:00,64914,497,purchase,month,enterprise,10.99,3,2021
8613,2021-04-30 16:02:00,64914,497,purchase,month,enterprise,10.99,4,2021
8614,2021-05-13 18:02:00,64914,513,purchase,month,smart plus,8.99,5,2021
8615,2021-03-17 01:43:00,58903,475,cancelation,trial,trial smart,0.0,3,2021
8616,2021-03-18 06:13:00,61248,475,cancelation,trial,trial smart,0.0,3,2021
8617,2021-06-01 19:39:00,75941,515,purchase,month,smart plus,8.99,6,2021
8618,2021-01-30 17:33:00,51676,475,cancelation,trial,trial smart,0.0,1,2021
8619,2021-05-16 12:22:00,73272,521,purchase,year,smart plus,15.99,5,2021
8620,2021-03-03 17:14:00,58605,521,purchase,year,smart plus,15.99,3,2021
8621,2020-12-29 23:01:00,44785,497,cancelation,month,enterprise,10.99,12,2020
8622,2021-05-25 23:10:00,74839,513,purchase,month,smart plus,8.99,5,2021
8623,2021-05-25 23:22:00,74839,513,cancelation,month,smart plus,8.99,5,2021
8624,2021-06-01 20:54:00,75951,515,purchase,month,smart plus,8.99,6,2021
8625,2021-05-28 17:03:00,75181,513,purchase,month,smart plus,8.99,5,2021
8626,2021-05-24 14:27:00,74576,513,purchase,month,smart plus,8.99,5,2021
8627,2021-05-29 08:45:00,75233,513,purchase,month,smart plus,8.99,5,2021
8628,2021-05-24 15:22:00,74583,521,purchase,year,smart plus,15.99,5,2021
8629,2021-04-27 10:03:00,68484,478,cancelation,trial,trial smart,0.0,4,2021
8630,2021-04-17 10:29:00,68500,521,purchase,year,smart plus,15.99,4,2021
8631,2021-01-28 19:13:00,53387,475,cancelation,trial,trial smart,0.0,1,2021
8632,2021-05-31 13:38:00,75707,513,purchase,month,smart plus,8.99,5,2021
8633,2021-03-24 09:09:00,63712,519,purchase,month,smart plus,8.99,3,2021
8634,2021-04-24 10:01:00,63712,519,purchase,month,smart plus,8.99,4,2021
8635,2021-05-24 11:00:00,63712,519,purchase,month,smart plus,8.99,5,2021
8636,2021-02-09 06:36:00,54857,441,purchase,month,smart,3.5,2,2021
8637,2021-02-15 14:37:00,54857,441,cancelation,month,smart,3.5,2,2021
8638,2021-03-29 14:23:00,64696,498,purchase,year,enterprise,19.99,3,2021
8639,2021-02-19 13:57:00,55461,475,cancelation,trial,trial smart,0.0,2,2021
8640,2021-06-02 18:45:00,76068,513,purchase,month,smart plus,8.99,6,2021
8641,2021-06-02 22:25:00,76093,496,cancelation,trial,trial smart,0.0,6,2021
8642,2021-06-02 22:38:00,76093,515,purchase,month,smart plus,8.99,6,2021
8643,2020-12-22 23:01:00,34954,497,cancelation,month,enterprise,10.99,12,2020
8644,2021-02-09 19:14:00,54962,497,purchase,month,enterprise,10.99,2,2021
8645,2021-03-12 22:07:00,54962,497,cancelation,month,enterprise,10.99,3,2021
8646,2020-12-21 15:19:00,48304,498,purchase,year,enterprise,19.99,12,2020
8647,2021-03-16 22:01:00,12588,498,cancelation,year,enterprise,19.99,3,2021
8648,2021-01-05 23:01:00,45910,475,cancelation,trial,trial smart,0.0,1,2021
8649,2021-06-06 11:03:00,76519,513,purchase,month,smart plus,8.99,6,2021
8650,2020-12-29 23:01:00,5259,371,cancelation,year,smart,20.0,12,2020
8651,2021-01-12 23:02:00,47175,475,cancelation,trial,trial smart,0.0,1,2021
8652,2021-03-14 16:30:00,61660,513,purchase,month,smart plus,8.99,3,2021
8653,2021-04-14 17:01:00,61660,513,purchase,month,smart plus,8.99,4,2021
8654,2021-05-14 18:01:00,61660,513,purchase,month,smart plus,8.99,5,2021
8655,2020-12-20 19:01:00,48171,498,purchase,year,enterprise,19.99,12,2020
8656,2021-03-14 21:22:00,61742,475,cancelation,trial,trial smart,0.0,3,2021
8657,2021-05-18 08:32:00,73633,505,purchase,month,enterprise,10.99,5,2021
8658,2021-05-18 10:31:00,73633,505,cancelation,month,enterprise,10.99,5,2021
8659,2021-02-20 14:04:00,55451,475,cancelation,trial,trial smart,0.0,2,2021
8660,2021-01-04 16:26:00,50102,456,purchase,year,smart,25.0,1,2021
8661,2020-12-15 18:01:00,3635,371,purchase,year,smart,20.0,12,2020
8662,2021-02-02 07:05:00,53986,521,purchase,year,smart plus,15.99,2,2021
8663,2020-12-17 06:46:00,47736,442,purchase,year,smart,25.0,12,2020
8664,2021-05-09 06:20:00,72253,498,purchase,year,enterprise,19.99,5,2021
8665,2021-01-19 09:29:00,42569,497,purchase,month,enterprise,10.99,1,2021
8666,2021-02-19 09:01:00,42569,497,purchase,month,enterprise,10.99,2,2021
8667,2021-03-21 22:00:00,42569,497,cancelation,month,enterprise,10.99,3,2021
8668,2021-01-20 23:01:00,6804,375,cancelation,year,enterprise,18.99,1,2021
8669,2021-01-11 20:01:00,51079,498,purchase,year,enterprise,19.99,1,2021
8670,2021-01-02 20:54:00,49830,497,purchase,month,enterprise,10.99,1,2021
8671,2021-01-30 23:01:00,49830,497,cancelation,month,enterprise,10.99,1,2021
8672,2021-01-07 06:00:00,32115,497,purchase,month,enterprise,10.99,1,2021
8673,2021-02-04 07:00:00,32115,497,purchase,month,enterprise,10.99,2,2021
8674,2021-03-07 06:01:00,32115,497,purchase,month,enterprise,10.99,3,2021
8675,2021-04-06 22:02:00,32115,497,cancelation,month,enterprise,10.99,4,2021
8676,2021-04-23 08:50:00,69799,475,cancelation,trial,trial smart,0.0,4,2021
8677,2021-06-04 14:20:00,76277,500,purchase,year,enterprise,19.99,6,2021
8678,2021-01-25 18:38:00,10723,442,purchase,year,smart,25.0,1,2021
8679,2020-12-13 20:02:00,25113,497,purchase,month,enterprise,10.99,12,2020
8680,2021-01-10 21:02:00,25113,497,purchase,month,enterprise,10.99,1,2021
8681,2021-02-10 21:02:00,25113,497,purchase,month,enterprise,10.99,2,2021
8682,2021-03-12 22:02:00,25113,497,purchase,month,enterprise,10.99,3,2021
8683,2021-04-12 23:01:00,25113,497,purchase,month,enterprise,10.99,4,2021
8684,2021-05-13 00:05:00,25113,497,purchase,month,enterprise,10.99,5,2021
8685,2021-04-06 20:01:00,15468,498,purchase,year,enterprise,19.99,4,2021
8686,2021-03-10 08:00:00,11506,498,purchase,year,enterprise,19.99,3,2021
8687,2021-03-17 22:01:00,12758,498,cancelation,year,enterprise,19.99,3,2021
8688,2021-03-29 07:54:00,64618,509,purchase,month,enterprise,10.99,3,2021
8689,2021-04-29 08:01:00,64618,509,purchase,month,enterprise,10.99,4,2021
8690,2021-05-29 09:01:00,64618,509,purchase,month,enterprise,10.99,5,2021
8691,2020-12-29 23:01:00,44989,475,cancelation,trial,trial smart,0.0,12,2020
8692,2021-01-02 22:53:00,48854,475,cancelation,trial,trial smart,0.0,1,2021
8693,2021-01-31 20:10:00,53827,442,purchase,year,smart,25.0,1,2021
8694,2021-02-16 15:40:00,55939,443,purchase,month,smart,3.5,2,2021
8695,2021-03-18 16:01:00,55939,443,purchase,month,smart,3.5,3,2021
8696,2021-04-18 17:02:00,55939,443,purchase,month,smart,3.5,4,2021
8697,2021-05-18 18:02:00,55939,443,purchase,month,smart,3.5,5,2021
8698,2020-12-27 07:59:00,32016,511,purchase,month,enterprise,10.99,12,2020
8699,2021-01-24 08:01:00,32016,511,purchase,month,enterprise,10.99,1,2021
8700,2021-02-24 08:01:00,32016,511,purchase,month,enterprise,10.99,2,2021
8701,2021-03-26 09:01:00,32016,511,purchase,month,enterprise,10.99,3,2021
8702,2021-04-26 10:01:00,32016,511,purchase,month,enterprise,10.99,4,2021
8703,2021-05-26 11:01:00,32016,511,purchase,month,enterprise,10.99,5,2021
8704,2021-01-15 12:51:00,51572,442,purchase,year,smart,25.0,1,2021
8705,2021-05-12 08:13:00,72691,513,purchase,month,smart plus,8.99,5,2021
8706,2021-01-05 12:34:00,50216,513,purchase,month,smart plus,8.99,1,2021
8707,2021-02-02 13:01:00,50216,513,purchase,month,smart plus,8.99,2,2021
8708,2021-03-05 13:01:00,50216,513,purchase,month,smart plus,8.99,3,2021
8709,2021-04-04 14:02:00,50216,513,purchase,month,smart plus,8.99,4,2021
8710,2021-05-05 15:02:00,50216,513,purchase,month,smart plus,8.99,5,2021
8711,2021-06-04 16:01:00,50216,513,purchase,month,smart plus,8.99,6,2021
8712,2021-05-01 22:01:00,19434,456,cancelation,year,smart,25.0,5,2021
8713,2021-02-20 00:33:00,56352,475,cancelation,trial,trial smart,0.0,2,2021
8714,2020-12-15 06:58:00,45233,475,cancelation,trial,trial smart,0.0,12,2020
8715,2021-04-13 07:07:00,67243,475,cancelation,trial,trial smart,0.0,4,2021
8716,2021-01-15 07:20:00,51546,497,purchase,month,enterprise,10.99,1,2021
